model,f1_macro,recall_macro,recall_churn,fit_median_s,predict_ms,size_kb,is_pareto
logistic,0.7502702702702704,0.7036466358500257,0.42424242424242425,0.011336667000023226,2.3279380000076344,4.087890625,True
svm_c1,0.8059067651731616,0.7465331278890601,0.494949494949495,0.2633318690000124,16.371385999946142,77.958984375,False
svm_c10,0.8855377906976745,0.844718370142099,0.696969696969697,0.24502290199995969,12.805411000044842,62.490234375,False
rf_100,0.8908234622520337,0.8652627974661873,0.7474747474747475,0.2204683820000355,35.83293499991669,995.3388671875,False
rf_300,0.8844013129727415,0.8592706728299948,0.7373737373737373,0.5933808849999878,77.16287000005195,2971.9013671875,False
boost,0.9433074893790347,0.9451292586885807,0.9090909090909091,0.13364103100002467,4.879536000089502,316.736328125,True
